	Molecule Type	Target genes	count	z-score	Direction
GATA1	transcription regulator	ABCA2, ABCB10, ABCC4, ACTN1, AGGF1, AHSP, AIP, ALAS2, ALOX12, ALOX5, ALOX5AP, ANGPT2, ANK1, AQP1, ARHGAP4, BCL2, BCL2L1, BCL2L11, BMP6, BTG2, BZW2, CA1, CA2, CCL5, CCND1, CCND2, CCND3, CCR1, CCR3, CD164, CD36, CDK2, CDK4, CDK6, CDKN1B, CDKN2A, CDKN2C, CDKN2D, CEBPA, CHCHD6, CIR1, CMA1, CNN3, COPS5, CPA3, CPD, CYB561D1, CYBB, CYFIP1, DICER1, DNTT, EGR1, ENPP1, EPB42, EPO, EPOR, ETS1, EXOC1, F10, FAM118A, FCER1A, FHL1, FLI1, FOSB, FSD1L, FYB, GART, GATA1, GATA2, GATA3, GFI1B, GNAS, GP1BA, GP1BB, GP6, GP9, GUCY1B3, GYPA, GYPB, GYPE, HBA1/HBA2, HBB, HBD, HBE1, HBG1, HBG2, HHEX, HIPK2, HNRNPAB, HPSE, HSPA9, IKZF1, IL13, IL1RL1, IL4, IL6R, IL6ST, IL7R, INHA, INHBB, IPO5, ITGA2B, ITGA6, ITGAX, ITGB3, JUNBCHCHD6, JUNB, KDR, KIT, KLF1, LEPR, LMO2, LYL1, LYZ, MAMDC2, MAP3K5, MBP, MECOM, MGST2, MITF, MPL, MS4A1, MS4A2, MSX2, MYB, MYC, MYCN, NAB2, NEFH, NFE2, NFIL3, NHP2, NOP2, NPPA, NR4A2FYB, NR4A2, PAPPA2, PBXIP1, PECAM1, PF4, PIGQ, PIM1, PIM2, PLEK, PLXNA1, PLXNA2, POLD1, PRG2, PRKG1, PSTPIP2, PTPN6, RANBP1, RANGRF, RGS13, RIMBP3 (includes others), RNASE2, RNF220, RPL22, RPL27A, RPS11ABCA2, RPS11, SASH1, SCIN, SELP, SKI, SLC19A1, SLC24A1, SLC38A9, SLC4A1, SLC50A1, SLMAP, SOX6, SPOCK2, SPTA1, SPTB, SRC, SRM, ST3GAL6, TAC3	179.0	3.122	induced
GATA2	transcription regulator	CES1, CSF1R, CUL1, CYBB, E2F2, EDN1, EDNRA, EMCN, EPHA3, EPO, ERG, ETS1, ETV6, EVI5, FABP4, FCER1A, FOXP1, GATA1, GATA3, GNRHR, GP1BB, HHEX, HSD17B1, ICAM2, IKZF1, IL13, IL1RL1, IL5, ITGA2B, KDR, KIT, KLF1, KLF2, KLK3, LMO2, LYL1, MEF2C, MMP2, MPO, MS4A2, MYC, NFIL3, NOS3, NPPA	44.0	2.052	induced
GATA4	transcription regulator	ABCG5, ABCG8, ACACA, ACE2, ACTA1, ACTC1, ACTG2, ACTN2, ADORA1, ADSS, AGTR1, AMH, ANKRD1, ASCL1, ASPRV1, ATG12, ATG7, ATP2A2, BCL2, BCL2L1, BECN1, CACNA1C, CASQ2, CCBE1, CLDN1, CLDN2, CLSTN2, CNFN, COL1A1, COL1A2, COL3A1, CORIN, CRABP2, CTGF, CTHRC1, CYP11A1, CYP19A1, DAB2, DES, DIO2, DLX3, ECM2, EDN1, EMX2, EPHB1, EPHX1, EPO, EPOR, EVPL, F10, FAP, FGF16, FGF2, FGF3, FOS, FSHR, FSTL4, GATA3, GATA4, GBX2, GJA1, GJA5, GRHL3, HSD3B2, HSPA5, HSPB7, IFI16, IL5, INHA, INHBB, IRF6, IRG1, ITGB1BP2, JUNCLDN1, JUN, KCNA5, KCNJ2, KLK14, KRT14, KRT17, KRT27, KRT7, LHCGR, LHX5, LOR, LTBP2, MEF2C, MMP27, MPG, MSX2, MUC4, MYH6, MYH7, MYL1, MYL2, MYL4, MYL7, MYLPF, MYOG, NF2, NFATC2, NKX2-5, NPPA, NPPB, NR5A1, NR5A2, NTF4LOC102724428/SIK1, NTF4, OTX2, OVOL1, PAX2, PDLIM3, PHKA1, PLA2G2A, POSTN, PPL, PRDM1, PTPRB, RYR2, S100A4, SCN5A, SFTPC, SGPL1, SI, SLC8A1, SLC9A3, SOX9, SPP1, SPRR1A, SPRR3, STAR, TAGLN, TAL1, TGFBI, THBS4, TIMP1, TNNC1, TNNI3, TNNT2, TPM1LOC102724428/SIK1, TPM1, TTN, VCAM1, VIM, ZIC2ABCG5, LOC102724428/SIK1	146.0	2.5725	induced
GDF2	growth factor	ABCG2, ANKH, ANXA3, ATP1A1, BID, BMPR2, CAV1, CDH11, CDH6, CHAT, CNTF, COL1A1, COL9A1, COL9A3, CRABP1, CRYAB, CXCL12, CXCL8, CXCR4, DLK1, DLX5, EDN1, EFNB2, EGFR, ELOVL1, EMB, ENG, ENPP2, ENTPD6, FGFR3, FMOD, FOS, FOXC2, GADD45B, GATA2, GJA4, HAMP, HIF1A, HSPB8, HTRA1, ID1, ID2, ID3, IGF1CHAT, IGF1, LOR, LYVE1, MDFI, MMP9, MSX1, MSX2, MYC, NCAN, NGF, NGFR, NINJ1, NOG, NPY, NRCAM, NRP1, NTF3, NTRK1ABCG2, PIM3, POSTN, PROX1, PRPS1, RAMP1, RASL11B, SELE, SEMA3B, SEMA3C, SERPINE2, SERPINF1, SLC18A3, SLC3A2, SLC6A6, SMAD1, SMAD6, SMAD7, SOCS2, SPARCL1, SPP1	82.0	5.9575	induced
GFI1	transcription regulator	AKT1, ATF1, ATF2, AZU1, BAK1, BAX, BBC3, BCL3, CASP1, CASP8, CD40, CDKN1A, CDKN1B, CEBPA, CEBPE, CELA2A, CEP95, CFLAR, CREBBP, CSF1, CXCL8, CXCR4, DDB2, E2F5, E2F6, EGR2, EIF2AK2, ELANE, ENTPD1, ETS2, F2R, GATA3, GFI1, GFI1B, GJA1, GUSB, HPRT1, HSP90AB1, ICAM1, ID2, IKBKB, IL10, IL1A, IL1B, IL1R1, IL2, IL6, IL6R, IL7R, IRAK2, IRF1, ISL1, JAK3, JUN, KAT2BCFLAR, KAT2B, LPAR1, LTA, LTBR, LYZ, MAPK3, MMP7, MYC, NEUROD1, NEUROG3, NFKB1, NFKB2, NFKBIA, NT5EGATA3, NT5E, PTEN, RAF1, RASGRP1, RB1, REL, RELA, RELB, RIPK1, RIPK2	79.0	-5.616333333333333	repressed
GH1	growth factor	ABCC1, ACAA1, ACACA, ACSL1, ACTB, ACVR1, ADRB3, AGT, AKR1A1, AKR1B1, ALB, ANGPTL4, APLP1, APOE, ATF3, ATF4, ATP5G2, BCL2, BMP2, BMP4, BPHL, C3, CA3, CALB1, CAT, CCNB1, CCND3, CD19, CEBPA, CEBPB, CEBPD, CISH, CLU, COL18A1, COL3A1, COMT, CREB1, CROT, CSHL1, CSN2, CTH, CTNNB1, CUX1, CXCR4, CYB5B, CYP27B1, CYP2C19, CYP2C8, CYP2E1, CYP3A4, CYP7A1, DBI, DDIT3, DDT, DECR1, DLK1, EGR1, ERBB3, ERCC3, FABP4, FASN, FDPS, FGG, FN1, FOS, FTH1, G6PC, GADD45A, GAST, GATA2, GCDH, GCLC, GFAP, GHR, GHRH, GHRHR, GHRL, GLUD1, GPT, GRIN1, GRIN2A, GRIN2B, GSTP1, GTF2H1, HADH, HADHB, HBB, HDAC1, HOXA1, ID1, ID2, ID3, IGF1, IGF1R, IGFALS, IGFBP1, IGFBP3, IGFBP5, IL4R, IL6, INSR, IRF1, ITGA1, JUN, JUNB, JUPCISH, JUP, LDLR, LIPE, LPL, MEP1B, MGST1, MLH1, MT-CO2, MT-CYB, MT-ND3, MT-ND5, MYB, MYC, NDRG2, NOS2, NPPA, NR2F6, NRASABCC1, SLCO1A2, SLCO1B3, SMARCA4, SOCS1, SOCS2, SOCS3, SOD1, SP1, SPP1, SREBF1, SST, SSTR1, STAT5A, STC1, TAF11, TAF9, TF, TFAP2A, TFF1, TFF3, TKT, TNFRSF1A, TSC22D1, TUBA1A, UBA7, UGDH, UQCRHL, VEZF1, VIM, XDH, XRCC1, XRCC6, YWHAZ, YY1, ZFP36ABCC1, PLA2G16, PPARA, PPARG, PRDX1, PRDX3, PRL, PRLR, PTMA, RAD23A, RAD23B, RETN, RFC1, RHOA, RPL6, RYK, S100G, SATB1, SHMT2, SIRT1, SKI, SLC13A1, SLC2A1, SLC7A9	182.0	2.6165	induced
GLI1	transcription regulator	ABCG2, ACADVL, AKT1, ARC, ARPC5, ASPM, BCL2, BID, BNC1, C11orf96, CAV1, CCL26, CCND1, CCND2, CCSAP, CD24, CDC34, CDH1, CDH11, CDK2, CDKN1A, CLU, CMBL, CMPK2, CNIH4, COL10A1, COL1A1, COL2A1, CRHR1, CSF1, DEGS1, DIO2, DKK1, DRG2, EGR3, ELAVL2, EMB, EPB41L4B, EZR, FAS, FASLG, FGF10, FHL1, FOXA2, FOXC2, FOXL1, FOXM1, FUCA2, GALNT2, GAST, GATA4, GATA5, GATA6, GLI1, GLI2, GMFG, GOSR1, GPC3, GPER1, GREM2, GRIA3, HEY2, HHIP, HNRNPU, HOXA5, HUWE1, IBSP, ID2, IDS, IGF1, IGF2, IGFBP6, IGFBP7, IL1R2, IL2RA, IL6, IMPA2, INSIG1, IRS1, JAG2, JUPCLU, JUP, KLF4, KLK2, KLK3, KRT15, KRT19, LMNA, LZTS1, MAN1C1, MAPK11, MEF2C, MEST, MIA2, MLH1, MMP11, MMP2, MMP9, MNX1, MRPS6, MTMR1, MUC5AC, MYCN, NAV3, NDRG2, NES, NIPAL2, NKX2-8, NOG, NPDC1, NQO2, NR2F2, NREPFUCA2, NREP, PAPSS2, PAX2, PCDH18, PCOLCE2, PDGFA, PDGFRA, PDZRN3, PGM2L1, PHLDA2, PIM1, PLOD1, POMC, PPAP2C, PPT2, PRKCE, PRKCI, PSTPIP2, PTCH1, PTCH2, PTH1R, PTHLH, PVR, RAB34, RAP2A, REG4, RGS10, RHOB, RNASEL, RPL30, RPS6KA1LZTS1, RPS6KA1, RUNX2, RXRA, S100A7, S100A9, SALL1, SCD5, SDHA, SESN3, SFRP1, SH2B3, SH3GLB1, SNAI1, SOX18, SOX2, SOX5, SOX6, SOX9, SP7, SPP1, SYNE1, TFF1, TIMP3, TMEM100, TMEM79, TNC, TNFSF13B, TOM1	172.0	7.706	induced
GLI2	transcription regulator	ATP2A1, BCL2, BMP4, BNC1, CCL1, CCL11, CCL17, CCL22, CCL24, CCL3L3, CCL4, CCL5, CCND1, CCND2, CCR1, CCR4, CCR5, CDC45, CDH1, CDK1, CDKN1A, CDKN1B, CLEC7A, COL10A1, CSF3, CSTA, CXCL10, CXCL2, CXCL3, CXCL6, CXCR2, CXCR3, DLX3, E2F1, FOXA2, FOXC2, GAST, GATA3, GATA4, GLI1, GLI2, HHIP, IFITM5, IFNG, IL10, IL13, IL15, IL1B, IL1RL1, IL4, IL6, ITGB1, IVL, JAG1, JAG2, JUNBGAST, JUNB, KLK2, KLK3, KRT1, KRT10, KRT17, MEF2C, MEOX1, MITF, MLH1, MMP13, MMP3, MMP9, MYC, MYCN, MYOD1, NKX2-5, NTN1, PAX1, PAX2, PAX3, PAX9, PI3, PTCH1, PTHLHATP2A1, SMO, SNAI1, SOX9, SPP1, SPRR2A, T, TNF, UGCG, VDR, VIMATP2A1, PTHLH, RUNX2, SALL1, SFRP1	95.0	2.3635	induced
GSK3B	kinase	MAP4, MAPRE1, MCL1, MMP9, MPZ, MYB, MYC, MYH6, NCOA1, NEUROD1, NFATC1, NFKBIZ, NOS2, NPPA, NTSR1, PDX1, PMP22, PMS2, PTGS2, RND2, SELP, SERPINE1, SH3GLB1, SNAI1, SP7, SPP1, SREBF1, SYN1, TCF4, TCF7L2, TNF, TNFRSF10B, TNFSF10, TNNI3, TP53APP, AQP2, AR, ATP2A2, BAX, BCL2, BCL2A1, BCL2L1, BIRC2, BIRC3, BIRC5, CCL2, CCND1, CCNE2, CDC25C, CDC6, CDH11, CDKN1A, CDKN1B, CFLAR, CKM, CTNNB1, CXCL6, TP53, TRAF1, TUBB4A, TYR	61.0	-2.761	repressed
GW501516	chemical drug	ABCA1, ACAA2, ACADL, ACADM, ACSL1, ACSL4, ADIPOQ, ANGPTL4, APOA2, APOD, BCL2, CAMP, CAT, CCL21, CCND1, CDKN1A, CEBPB, CFD, COL5A1, COL6A1, CPT1A, CPT1B, CXCL6, PLAC1, PLAT, PLIN2, PPARA, PPARD, PPARGC1A, PPL, PTEN, PTGER4, S100A8, S100A9, SAA1, SCD, SERPINB2, SKI, SLC27A1, SLPI, SNCG, SOD1, SULT2B1	43.0	0.0	
HES1	transcription regulator	ADAMTS5, ASCL1, ATOH1, BCL2, CCK, CCND3, CD4, CDKN1A, CEBPA, CFD, CHGA, DLK1, DLL1, DLL3, E2F1, FGF8, GAA, GAST, GIP, GLS, GRIA1, HES1, HTR1A, IL1RL1, IL6, ISL1CFD, ISL1, MDM2, MMP13, NEU1, NEUROD1, NEUROG1, NKX2-2, NOTCH1, OATGAA, OAT, PAX2, PAX4, PAX5, PAX6, PCNA, PPARG, PTEN, PTF1A, PTGDS, RLBP1	46.0	-2.6969999999999996	repressed
HGF	growth factor	A2M, ABCB4, ABCG2, ACKR3, ACKR4, ACTA2, ADAMTS1, ADGRF5, ADGRG1, ADGRL2, ADORA2A, AFP, AHR, AIFM1, AIMP2, AKAP12, AKAP13, AKT1, ANGPT2, ANGPT4, ANGPTL2, ANGPTL4, ANK3, ANP32A, APAF1, ARNTL, ARPC5, ASNS, ATF2, ATF3, ATM, AURKA, AURKB, BAG2, BCL2, BCL2A1, BCL2L1, BIRC2, BIRC3, BIRC5, BMP2, BMP2K, BNC1, BUB1, BUB1B, CA9, CALCR, CALCRL, CALM1 (includes others), CASP1, CASP10, CASP2, CASP8, CAV1, CCL14, CCL2, CCL26, CCL4, CCL5, CCL7, CCND1, CCNE2, CCNF, CCNG1, CCNG2, CD28, CD3EAP, CD40, CD44, CD46, CD93, CDC14A, CDC20, CDC25A, CDC25B, CDC25C, CDC45, CDC6, CDH1, CDK1, CDK2, CDK4, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CDKN2C, CDKN3, CELSR1, CENPF, CFLAR, CGRRF1, CHD2, CHIA, CHRNB2, CKS1B, CLCF1, CNBP, CNTFR, COL1A1, COL1A2, COL2A1, COL3A1, COL4A1, COPB1, CRLF1, CRY1, CRYAB, CSE1L, CSF1, CSH1/CSH2, CTGF, CTNNB1, CTSK, CUL2, CUL3, CXCL2, CXCL8, CXCR4, CYP17A1, CYP2B6, CYR61, DBF4, DDIT3, DDX11, DDX21, DDX3X, DES, DGCR14, DHPS, DIAPH2, DKC1, DOK4, DOK5, DRD3, DSG1, DTYMK, DUSP4, DUSP6, DYNLL1, DYRK1A, EBP, EDA, EDN1, EFNB2, EGR1, EHF, ELF3, EMP1, EMP2, ENTPD1, EPCAM, EPHA4, ERRFI1, ESM1, ETS1, F3, FAIM2, FAM3C, FAM50A, FANCG, FASLG, FASTK, FEN1, FGF16, FGF7, FKBP5, FLNA, FLT1, FN1, FNDC3A, FOS, FOSB, FOSL1, FOXA2, FOXM1, FOXN2, FPR2, GAB1, GAK, GBA, GEM, GH1, GMNN, GNA13, GPR4, GPSM2, GRB10, GRB14, GRK5, GTF2H2, GUCY1B3, HBEGF, HDAC5, HDGF, HELLS, HES1, HGF, HK1, HK2, HLX, HMMR, HMOX1, HOMER1, HTR7, ICAM1, ID1, IFNG, IGF1, IGFBP3, IGFBP4, IGHMBP2, IL10, IL11, IL12B, IL13, IL15RA, IL17RC, IL1B, IL27RA, IL3RA, IL4, IL5, IL5RA, IL6, IL6ST, INHBA, INPPL1, INSIG1, IRF8, IRX5, ISG15, ISG20, ITGA2, ITGA6, ITGB1, ITGB3BP, ITGB8, ITPR1, ITPR3CFLAR, ITPR3, KIF11, KIF15, KIF20B, KIF22, KIF2C, KIR2DL4, KITLG, KMT2A, KRR1, KRT17, KRT18, KRT19, L1CAM, LAMC2, LATS1, LCN2, LDHA, LDLR, LGMN, LRP8, LSM1, LTA, LY75, LYVE1, MAD2L1, MAP2K3, MAP3K8, MAPK14, MAPKAPK2, MAS1, MAT2A, MCL1, MCM2, MCM5, MDM2, MELK, MEOX2, MERTK, MET, MID1, MKI67, MMP1, MMP13, MMP14, MMP2, MMP9, MPC1, MPHOSPH10, MYC, NAB2, NAMPT, NANOG, NCOA2, NDC80, NEK2, NEK3, NEK4, NES, NFATC1, NFKB1, NID2, NOLC1, NOP2, NOS2, NOS3, NPC1, NR4A1, NR4A2, NR4A3, NR5A2, NRCAM, NRG1, NRIP1, NRP1, NUMA1GAB1, NUMA1, OCLN, OR7C2, ORC2, OSMR, PCNA, PDGFA, PEMT, PEX5, PGAM1, PGF, PGK1, PHB, PHLDA1, PHLDA2, PIK3CB, PIM1, PIM2, PKD1, PKMYT1, PLA2R1, PLAU, PLAUR, PLK1, PLK4, PLOD1, PLXNA2, PMCH, PMP22, PNRC1, PPAN, PPAP2A, PPAP2B, PPARD, PPP2R2A, PPY, PRC1, PRKAA1, PRKDC, PSMC3IP, PTAFR, PTGS1, PTGS2, PTH, PTHLH, PTPN2, PTPRF, PTPRR, PTTG1, PVR, RAB5A, RAC1, RAD50, RARRES2, RCC1, RFC2, RGS2, RGS20, RHOB, RIN1, RNF103A2M, SLK, SMAD5, SMC2, SNAI1, SNRNP70, SOCS2, SOCS3, SOX2, SP7, SPP1, SPRY2, SSTR1, ST14, STAB1, STC1, STIL, STK10, TAAR5, TACR1, TACSTD2, TAGLN2, TBC1D8, TBXA2R, TGFA, TGFB1, TGFB2, TGFBR2, THBD, THBS1, TIMP1, TIMP3, TJP1, TMEM158, TMEM97, TNF, TNFAIP2, TNFAIP3, TNFAIP6, TNFRSF10B, TNFRSF10C, TNFRSF1A, TNFRSF6B, TNFSF15, TOPBP1, TP53, TP63, TPX2, TRA, TRAF2, TRAIP, TRDN, TRIB1, TRIB2, TRIP10, TRIP13, TRPC4, TTK, TUBGCP3, UBE2C, VCAM1, VDR, VEGFA, VEGFC, VIM, WT1, XCR1, YWHAH, YWHAZ, ZEB1A2M, RNF103, RUNX2, S100A9, SEMA3A, SERPINB2, SERPINE1, SF3B4, SFRP1, SGK1, SKIL, SKP2, SLC19A2, SLC1A2, SLC20A1, SLC2A2, SLC7A1, SLC9A3R1	463.0	9.996333333333332	induced
HIF1A	transcription regulator	ABCB1, ABCC8, ABCF2, ACO1, ACTA2, ADAM10, ADAM15, ADAM17, ADAMTS1, ADIPOQ, ADM, ADORA2B, AFP, AGT, AKAP12, AKT1, ALDOA, ALDOC, ANGPTL4, ANKRD37, ANKZF1, APLN, APOE, AQP4, AQP9, ARPC2, ASNS, ATG9A, ATP2A2, ATP5J, ATP7A, AURKA, AXIN2, AXL, BACE1, BCL2, BCL2L1, BGN, BHLHE40, BHLHE41, BID, BIRC2, BIRC5, BMP2, BNIP3, BNIP3L, BRCA1, C9orf9, CA9, CABIN1, CARS, CAV1, CCND1, CCNT1, CCR2, CCR5, CCR7, CD164, CD24, CD274, CD44, CD70, CDH1, CDH2, CDKN1A, CDKN1B, CDKN2A, CEACAM5, CEMIP, CHKA, CITED2, CORO1A, COX4I2, CTGF, CTPS1, CTSD, CXCL12, CXCL2, CXCL3, CXCL8, CXCR1, CXCR4, CXorf40A/CXorf40B, CYB5A, CYP2S1, CYP4F3, CYR61, DLL4, DNAJC5B, DNASE1, DTX1, EDN1, EGFR, EGLN1, EGLN3, EIF4E, EIF4G1, EIF5A, EMC9, ENG, ENO1, ENO2, EPAS1, EPO, EPOR, ERBB2, ERBB4, EREG, ERGIC1, ESRRG, ETS1, FAM13A, FAM162A, FAM53C, FHL1, FHL2, FHL3, FLT1, FN1, FOS, FSCN1, FURIN, FUT7, FZD2, GADD45B, GAPDH, GATA1, GATA6, GBE1, GCHFR, GCK, GHR, GJA1, GLYR1, GPI, H2AFX, HAMP, HDAC3, HES6, HIF1A, HIF3A, HILPDA, HIST1H1C, HIST1H2AC, HIST1H2AM, HIST1H2BK, HIST2H2AC, HIST2H4B, HK2, HMGCL, HMOX1, HOXA13, HRK, HSPA4, HSPA5, HUWE1, ID2, IGF1, IGF2, IGFBP2, IGFBP3, IGFBP5, IL10, IL17A, IL17F, IL17RA, IL1A, IL1B, IL23R, IL6, INHBB, IRS2, ITGA1, ITGA2B, ITGA5, ITGAV, ITGB2, ITGB3, ITPR1, JUN, JUPCHKA, JUP, KDM3A, KDM4B, KIAA1217, KIFC2, KLHL20, KRT14, KRT18, KRT19, L1CAM, LDHA, LEP, LGALS1, LIFR, LOX, LOXL2, MAFF, MANF, MB, MCL1, MEF2C, MET, METTL23, MGMT, MIF, MITF, MMP1, MMP2, MMP9, MNX1, MST1R, MT-CO3, MT-ND1, MUC1, MYC, NAE1, NBN, NDRG1, NEFL, NEUROG3, NODAL, NOS2, NOS3, NOTCH1, NOV, NOX4, NPM1, NR4A1, NR4A3, NRARP, NRF1, NRN1, NT5E, NTRK2, NUCKS1, NUDCD2FURIN, NUDCD2, P4HA1, P4HA2, PCDH10, PDGFA, PDGFB, PDK1, PFKFB3, PFKFB4, PFKL, PGF, PGK1, PIM2, PKM, PLAC8, PLAUR, PLOD2, PMAIP1, POLG, POLRMT, POMK, POU5F1, PPARA, PPFIA4, PPIA, PRKCA, PROM1, PTGS2, QKI, R3HCC1L, RAB20, RAPGEF6, RASSF1, RELA, RET, RORCABCB1, SLC39A7, SLC40A1, SMAD7, SOD2, SOX9, SP1, SPAG4, SPHK1, SPOP, SRD5A1, SSBP1, ST3GAL1, STAT3, STC2, SUMO1, T, TAC1, TAF9B, TBX5, TCF4, TERT, TFAM, TFRC, TGFA, TGFB1, TGFB2, TGFB3, TLR2, TLR6, TMEM128, TMEM19, TMEM45A, TMEM79, TMPRSS6, TNF, TNFAIP2, TP53, TP53RK, TPI1, TRIM21, TRIM66, TTN, VASP, VEGFA, VEGFC, VIM, WNT1, WNT10B, WT1, ZDBF2, ZDHHC9, ZNF267ABCB1, RORC, SCG2, SDC4, SERPINE1, SESN2, SFRP1, SHH, SIRT2, SLC16A4, SLC25A37, SLC29A1, SLC2A1, SLC2A3, SLC2A4, SLC35A2	340.0	8.791333333333334	induced
HNF1A	transcription regulator	A1CF, AADAC, ABCC2, ABCC9, ACAT2, ACE2, ADAM32, ADCY10, ADH1A, ADH1B, ADH1C, ADH4, ADH6, AFP, AGT, AHSG, AIMP1, AK2, AKR1C1/AKR1C2, AKR1C3, AKR1C4, ALB, ALDOB, ALKBH6, ALS2, AMBP, ANGPTL3, ANKS4B, ANPEP, ANXA4, AP3M1, APCS, APOA2, APOB, APOC3, APOH, APOM, AQP3, AQP9, ARHGAP11A, ARL17A/ARL17B, ASB7, ASGR1, ASGR2, ATF2, ATG2B, ATG3, ATG4C, ATP4A, ATP7A, B3GALT5, BAG6, BCL2L1, BCL6, BCL6B, BMP2K, BMP3, BSDC1, BTN2A1, C14orf105, C1orf50, C1S, C2, C4BPA, C5, C8A, C8B, C8G, C9, CASC4, CBS/LOC102724560, CCBL2, CCL28, CCND1, CCNE1, CD302, CD55, CDC45, CDH8, CDHR2, CDKN1B, CDO1, CENPO, CLDN2, CLIC5, CLYBL, CMC2, COL27A1, COL3A1, COQ10B, COQ7, COX6A2, CPB2, CPN1, CPQ, CPXCR1, CREBL2, CRH, CRP, CSHL1, CTDSPL2, CTSZ, CYB5A, CYB5B, CYHR1, CYP1A2, CYP27A1, CYP2E1, CYP3A43, CYP4V2, CYP7A1, DCAF13, DCT, DDC, DPP4, DSC1, DTL, DUSP6, EIF4EBP2, ELF3, ELOVL2, ENPEP, ETV5, F11, F8, FABP1, FAM107B, FAS, FBP1, FBP2, FBXO8, FCAMR, FFAR2, FGA, FGB, FGF10, FGF8, FGL1, FH, FMO1, FNTB, FOLR1, FOXA2, FOXA3, FOXJ3, FRK, FUK, FUT10, FUT11, FUT3, FUT5, FUT6, FUT7, FUT8, FUT9, FXYD3, G0S2, G6PC, G6PC2, GARS, GATM, GBE1, GC, GCK, GCKR, GCNT3, GDI2, GJB1, GLA, GLP1R, GLUL, GMDS, GNB2L1, GNG12, GOLT1A, GOT1, GPATCH2, GPR137B, GPR39, GPX2, GRHPR, GRTP1, GSTA1, GSTCD, GTF2B, GTF2E1, GTPBP3, HABP2, HACL1, HAL, HAO1, HAVCR1, HCAR2, HGD, HGFAC, HHLA2, HIST2H4A, HMGCR, HNF1A, HNF1B, HNF4A, HNF4G, HNMT, HOPX, HPGDS, HPX, HSD11B1, HSD17B2, HSPA5, IAPP, IFNA10, IFNAR1, IGF1, IGF1R, IGFBP1, IHH, IL17A, IL36A, INADL, INS, INSR, ITIH4, ITM2BCLDN2, ITM2B, KDM2B, KIF12, KIF13A, KIF20A, KIR3DL1, KLF11, KNG1, KRT33A, KRTAP1-1, LBP, LCAT, LCT, LEF1, LIPA, LRRC31, LSG1, LY6E, MAGEA9/MAGEA9B, MAPK15, MCCC1, ME3, MFI2, MIA2, MID1IP1, MLXIPL, MON1B, MRO, MRPL15, MRPS18B, MSH5, MSH6, MT1H, MT1X, MTF2, MTHFD1, MTMR11, MTTP, MUC4, NAPA, NAT10, NBR1, NDUFS2, NKX2-2, NKX6-1, NOD1, NOP16, NPC1L1, NPFFR2, NPTX2, NPY2R, NR0B2, NR1D1, NR1H4, NR5A2, NRD1, NUF2FUK, NUF2, OBFC1, OGDH, ONECUT1, PAFAH2, PAH, PAMR1, PAX4, PCK1, PCNP, PCSK1, PCSK9, PDHX, PDK1, PDX1, PEX13, PFKFB2, PFKL, PFKP, PGK1, PHF2, PIGR, PIH1D1, PKHD1, PKLR, PLA1A, PLCB1, PLG, PNO1, POLR1A, POU3F4, PPCS, PPP1R1A, PRLR, PROC, PRR13, PSMA5, PZP, RAB33B, RAB37, RARB, RBP5, RNASE4, RNF186, RNGTTA1CF, SLC37A4, SLC38A4, SLC40A1, SLCO1B1, SLCO1B3, SLCO3A1, SLPI, SNX17, SOAT2, SOCS3, SPO11, SRC, SRI, SSTR1, SSTR4, SULT1C2, SUPV3L1, TACR3, TARS, TAT, TBC1D8B, TBPL1, TEF, TFRC, THAP10, TM4SF4, TMED10, TMED6, TMEM140, TMEM27, TMEM33, TMOD2, TMPRSS2, TMPRSS4, TPI1, TRA, TRAPPC13, TROVE2, TRPM2, TRPM5, TSC22D2, TTR, TXNDC12, UCP2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B7, UQCRC2, UROD, UTP18, VIL1, VLDLR, VNN3, VTN, WBP4, WDFY2, WDR12, WDR46, WNK4, XBP1, YPEL3, ZBED3, ZBTB20, ZNF155, ZNF300, ZNF365, ZNF442, ZNF443, ZNF502A1CF, RNGTT, RUNX2, SEL1L, SEMA4A, SERPINA1, SERPINA10, SERPINA7, SERPINE1, SERPING1, SFXN2, SGK2, SI, SLC10A1, SLC10A2, SLC12A7, SLC17A2, SLC22A11, SLC22A12, SLC26A1, SLC26A7, SLC2A2, SLC4A2, SLC5A1, SLC7A2	421.0	8.520666666666665	induced
HNF1B	transcription regulator	ACADVL, ACTN1, ACVR1, AFP, AKR1C4, ALB, ALDOB, AMBP, ANXA4, B3GALT5, BGN, BHLHE40, CA2, CD44, CD99, CDH1, CDK1, CITED2, CLDN1, CLDN7, COL5A1, COL5A2, CPN1, CXCL1, PKD2, PKHD1, PLAU, PLAUR, PLEK2, PMP22, PODXL, PSTPIP2, PTF1A, PTGIS, PTPRM, RNASE4, S100A2, S100A3, S100A4, S100A6, S100P, SEMA3C, SERPINA1, SERPINH1, SGK2, SLC22A12, SLC29A1, SLC2A2, SLC5A1, SNAI1, SNAI2, SOAT2, SPARC, SULF1, TACSTD2	55.0	0.0	
